,album_id,album,year
1671,4xy5Ibdqn1PqFV6xDDCqwf,"Perptual Motion (with David Binney, Adam Benjamin, Uri Caine, Tim Lefevbre, Mark Guiliana & Antonio Sanchez)",2011
1672,1Csi2mH7cOjA9ebd6LKpMV,That [Girl] EP,2007
1673,4Dh9DG0SKsSfEtgFfmdtn6,kweli,2005
1674,44ijgMApv2wx93OBhdGwG6,Gravity EP,2006
1675,05XBxtPXZB2O5UyE6Ngh64,The Black,2004
1676,2u4VUK4R64zGfqMcsBpZlp,All-Time Quarterback,2002
1677,5ewAIJD7XfWXzwi1hy6E8W,The Failure Epiphany,2005
1678,34AU62GpDbBxe46sNppn2r,Living in Mainstream,2015
1679,4H7fcPzPbI7Qgfowna38gR,Light It Up,2009
1680,59qcaaFYWcbDLP8hTqJe4a,Eastern And Western Harmony,2004
1681,2xhfscWzevRjo6UoRP1JRn,French Music for Piano and Orchestra,1994
1682,3GyH4lUfzEkbxlaW5xTYYL,Lee Brice,2017
1683,1QyyXUaLDdUomHm1WwPgK2,La Belle et La Bete,2020
1684,4FiHkGfOKmFDan9Pz16t88,Music from The Thin Blue Line,2003
1685,2srC8Ls3xXdRUH3n7jvHQD,"Music From The Original Motion Picture ""One From The Heart""",1982
1686,6BU5EuXJTvawlNhp3T2zAC,Hand Me That Door,2000
1687,0m98t76IpVp50hBlRxv3rZ,Live at Satyr Blues,2019
1688,4KB8XHsS1RWQTnys64KDMx,"Schubert: Piano Sonata No. 13, D. 664 & No. 15, D. 840 ""Reliquie""",2019
1689,1VcUrNNh8QTyMUvAy313Dl,Bonafide,2016
1690,4MCopKPStHNf57HclK4Ds6,Music,1993
1691,08sF7BfzLUpu2o7sGmLjty,Minecraft: Norse Mythology (Original Soundtrack),2017
1692,62p1Lj8lhhdWV19RMzvCYA,In Flagranté Delecto,1999
1693,2jcoBYBSUzZpbrUj9sN4i6,Live in Boston 1966,2010
1694,2XnUrnlalf74SVaLS4CqBc,Evil Army,2010
1695,7cP6vsT7pEnqomvyp6sgPB,2000s Pop,2018
1696,5mkEOkuWkBAc2FSV4ilnyV,Ancient Aliens (Television Soundtrack),2018
1697,2uckSYAOC5DPO2poCKPYTl,Before Noon,2020
1698,1ThBFY0g0dDbJ5OhWAAZXs,The Number of the Beat,2007
1699,3ae3mNe4lULHCiJuX31y2I,Open,2004
1700,4M6VLWye4G87FUvLPBf3Wn,"Best Of Bachman-Turner Overdrive, Vol. 2 Live",1994
1701,6wJOLzx7zuRsKjtMmMq07m,16 Biggest Hits,1994
1702,5UXTESIkmnYFLZ9mhRbpOs,寬容,1995
1703,0lKXTFKRUH3eyflNhlSlQZ,The Essential Chet Atkins,2007
1704,7tyYCGHUkzD8iIUUtMTsGa,LOZ: Metal,2018
1705,3Mh0XyuAf6SCcSUf9pWKrS,Husk,2005
1706,4ePsSbcbEZIURNCVxuHxST,Easy Swing,2020
1707,02pJF07SPPVxAWTtnnRcEI,Mountain Song,2018
1708,4plpT2Idnip2akI8c9LQP7,On Your Own Love Again,2015
1709,2At6Uw0YrpOHauyPE59KNC,The Furnace,2007
1710,3SNYIbu0roZf7aeZwpzN6M,"Short Stories, Vol. 1 & 2",2015
1711,7nYSpplYtVotJRYXtjhZ1r,End of an Era,2012
1712,1rgzmD5qyDJVlS07C2kfYu,Myton Lowrider,1998
1713,77kQwNsAThTWD4FrJGcnHy,Movies For Rent,2004
1714,6XD66xER1f2NbJAV8Ivsao,Look Alive,2004
1715,0FtDmjroVC8c1IvMvHM3Nl,Roma Variations,2005
1716,64e0kSt7hSsetBNJ89cdu7,Historia Musical Vol 2,2011
1717,7J45QW3fGvjNo3sWHzyaHF,Diferente,2006
1718,6znVcOYmhAxju0wqGrdypg,Beethoven: String Quartets Vol.1,1997
1719,5lCqpCYm4jHWW4Hdi2GoDX,The Long Sleep,2018
1720,3tRZo7EByvMPTcgqHwBhH3,Surfin' With The Astronauts,1963
1721,5YdwbsUcX8nY12ddZLKLN0,Beethoven: Symphonies Nos. 1-9 (Live),2020
1722,1Oh3WlVu772L1b03TjCRD0,Lullaby Renditions of Led Zeppelin,2006
1723,6QlasQJSDQK1nH1gaEpksc,Main Attraction,2007
1724,1kskX1R0FdtAkb8ru1SZ9R,Offerings,2007
1725,3vvn6nTmlQd2JBABF8Hikb,God Ween Satan: The Oneness [Anniversary Edition],1990
1726,4h2RoBjrfp1yI7sK5XSbfm,Now or Never,1998
1727,18HFX2pldByoC2BYQB2Rzk,After the Love Has Gone: 70s Covers,2019
1728,2dfwsH5oCGhOjv8CE0e7bI,Next Go 'Round,2013
1729,1SqMmfTT59hyQwvS1X61Gl,Showtime at the Spotlite,2009
1730,52QAEcKdvSS8JbHj0TDHSv,Get Wiggy,2002
1731,3PqRSZLL21rKJpLJexE9fk,Real Life,2001
1732,58ld6EeVzR2CgpVvYRjZ2T,When the Road Darkens,2012
1733,4Z805HR4BwrVRuc9HKOALy,Rachmaninov: Variations On A Theme of Chopin / Preludes,1999
1734,5UBOl5nxRq1hHFCNU6IfGe,"Telemann, G.P.: Overtures (Suites) - Twv 55: A2, Es2, F14",2008
1735,2p9G7mAuJKFafVVYwmyrYe,Coming Home,1993
1736,5YakEWlIanfk0YX6EPy19U,Show Boat (Studio Cast Recording (1962)),1928
1737,3nLNN61kKlf3QwdXGjhsvL,Sibelius: Scenes Historiques I and Ii / Rakastava / Valse Lyrique,1997
1738,4cVilY266tmcInjQIpjIEA,音樂紓壓進階版:心靈慢轉彎,2010
1739,6cCRyY0ZRstsait0jFVQLm,Sunshine Alley,2002
1740,6dopecoqDNzo58krvM3NO4,Ice Cream In Hell,2020
1741,6zxm83zLfZVkQC3XxbpKSQ,Man In Black: The Best of Johnny Cash,2020
1742,7LSKdjiGVdSrwTELSjICgg,Bring the Sea,2010
1743,5TdYt7riZj31znnwjZ7Wc0,Local Customs: Lone Star Lowlands,2010
1744,1DoBSUP2QXwSVB4e23lZ0T,Rhapsodie: 20th-Century Clarinet Classics,2016
1745,0scGsK6Kd5PpxuJF3vqD9N,Touch Every Heart: Meditations for Tranformation,2013
1746,2tN74n0wChA0NvOFreSOzf,End of a Messy Year,2019
1747,6oSgeSDXWipCvEQxnQbROo,The Lost Trailers,2006
1748,2JsIBdzugzziphM41O0Ciu,El Laberinto Del Coco,2017
1749,0pKq5BIqeZnXCjktydbgcM,Paws Across the 2003,2003
1750,6aqfgUn7ywUpwwMHZJpZP0,Death After Life,2005
1751,2w4w1OFStwiDxZVJNf3VK1,Skin Tight,2011
1752,2aN5nki8lh0zTx7nyfDrW7,"Harbison, Ruggles & Stucky: Orchestral Works",2018
1753,5jGpMwXuM6kdnOUum0HKiA,Young Liars,2003
1754,7MeHwHCfKsRFn2M0sBH5GP,US Hot 100 Hits of 1971,2019
1755,3JXqDShKEovuPzRSD95Rxw,"Scarlatti: Complete Keyboard Sonatas, Vol. 12",2010
1756,2p7UNHebLEM6UdSIToAlwX,Glorification Under the Latin Moon,2020
1757,6Q1C75uGCr3YSvSqRUrl1W,"Dvorak, A.: String Quartets, Vol. 6 (Vlach Quartet) - Nos. 5, 7",1999
1758,0xR9DEHXyyW4rxYPitqGVP,From Home,2019
1759,3CdY8X4UBn8hbTQbzbkb0n,Debridement,2003
1760,6aaRaPwK2QDEIro5UcHMIO,The Mighty,2019
1761,6TVJTO0TRXgUB0lJA9J6ev,Elgar: Enigma Variations / Pomp and Circumstance / Chanson De Matin / Chanson De Nuit,1979
1762,4VJwQBsHvGJfOpIaa7yeAT,Ruders: Bravour Studies / Holmboe: Cello Sonata,2005
1763,1ovsGRjHP9mVwn6ilvhy4q,Shoegazer Disco,2010
1764,0aA0BNsCveDEqvNMzibZyx,"Songs from the Shed, Vol. 1",2013
1765,3adqKX5EkHj6BbqlSgqMwN,Resonance,2019
1766,0rxxB5XUTMyUHf7yLa7R9U,Zurich,2006
1767,2PqzqwqXkeDn5UoL4WSkV6,The Essential Taj Mahal,2005
1768,6fZDvRx0JLEJSFfsAmSPvj,What's A Man To Do?,2003
1769,6AWNh7zpBdDVN8ztAUK7Gp,No Sleep 'Til The Stardust Motel,1991
1770,5L6xYb3GCfwCfEgeXp76ue,Bihotzerreak,1985
1771,20LegPcjIIoPGIsaYPeriv,Lumina: Epic Emotional Trailers,2017
1772,38YKyBFajRPShLAJX6wZip,Bitter To Better,2005
1773,7HduSnAZbQ0vjTlx8rWywc,A Delicate Joy,2011
1774,4uI08rrSP9ZccTVPYxVa9e,10 Jahre Abfuck,2020
1775,7fqOigSTs8mWC8TQAvDpKM,Meant For You,2000
1776,47QQsqlgvkxme4jrh5QQ4i,Da Real World,1998
1777,4gfqw1AvEefwitlzIqfpvI,What Will Be,2018
1778,4vcqtRCeKGALWvOg910jJi,Sorrow and Extinction,2012
1779,13XDEqFRKbdZJkfCpCXsAX,Tarnish and undress,2007
1780,64R5Ghn33pmjn8MRwY3sjS,"Weiss, S.L.: Lute Sonatas, Vol. 6 - Nos. 7, 23, 45",2005
1781,4K9fgfU97hMjSy6aE8Pk7x,#2.La Transicion de Fase,2009
1782,44Ktt6OERoCavegnmFIGIG,The Illuminated Path,2012
1783,192pvxTpcceDYvSMwgOJV6,No Anesthesia,2006
1784,3lY2UjxtEivnXeLgphrOcg,Blinded by the Neon,2020
1785,5ouYVz0ClkLSve9d70tfWg,The Commencement,2019
1786,1mrHsXaltDPY8WbkiOamIV,Sending You Light,2015
1787,6Ar0N4mYAPLoF61FToBmaZ,(MM) Sydämeni laulut - Juhlavuosi 2003,2003
1788,38jXh7JjDRUEYLJcFvPLRX,I'm the Troubadour,2014
1789,67GJjooI4bSefzNzhYhvbA,Mr. C.,1981
1790,69eCMuPy87rr7ZBKc6ViWG,Endlessly,2018
1791,6pQ97rkrfC6xEPMRNtQbcg,Okefenokee 2002,2007
1792,5MWKZ7FEYnj2JTiknaYjnQ,True Stories,2016
1793,0u3IA8w2593g2hDgItae3F,50 for 50,2020
1794,4GWyNknKDbVB8Lg1IiTy5k,Casino Royale,2006
1795,6Bw0VFTK0LYCk1QXmfQqlI,365 (Deluxe),2015
1796,0Qs8Omf0586xO0MnLOYC8V,Jokes to Make Love To,2010
1797,6iICaQek68bc4cehr1jKq2,Eat the Night,2005
1798,76Q3g4yzw8qUVKpDW6cVRC,"Bloodier, Mean Son",2006
1799,6gHcs4nP29yFRO6zZimAwh,Blood Moon,2015
1800,3GgXyF3VuSsjoALV7LCnom,"Schubert: Works for Solo Piano, Vol. 3",2018
1801,1NNXzMknCw2ZIx7oYVbzRd,At First Sight,2000
1802,33jWTIdPPYvJVTuDuXscIJ,Moneyman,2010
1803,3dYBIze7VxsgnG4t3yuOiC,"Haydn: London Symphonies 93, 94 & 103",2000
1804,4SCdn8nke4t1jzzlNo5FVE,Live In Europe,2001
1805,5PegiZVHoHvwZaaCP9uZkb,Made in Japan (Deluxe Version),2013
1806,6a5n1Frj3nxGcyTqT1xfrg,Ten Redux,1991
1807,1bZEpYCyHvEv6QVeQfgpqk,American Flags,2019
1808,0us9p2Qjg30k7aXddqqsY6,The Music of Eric Whitacre,2011
1809,5T9hdJOCvfvzjIJyxKKoDr,Word Of Mouth,2005
1810,1gEIjtUpPwXR0VtbNONThq,Heart To Heart,2020
1811,4zsmAqSajw3W5WOmnBcKXI,"I'm Gonna Live Anyhow Until I Die: Alan Lomax’s ""Southern Journey,"" 1959–1960",2011
1812,1kaynzbsSA8H7CikUThT6i,I Say What I Mean,2014
1813,3rCvNtP5eyVNsMxba8O5cn,The Halfs & the Half Nots,2012
1814,6eUG2PNvDaq8JlvwkqvOnq,Pleasure Island 2001,2001
1815,7x1cHPFhj3ka0MEJAdaoTz,Ligeti : Violin Concerto / Norgard: Helle Nacht / The Secret Melody,2000
1816,3sIIXR7fh1jPL6Vfidk9J3,Arena Rock Hits,2017
1817,1DVQGHuSO5WdWdI49fcmtN,"Beethoven: Five Piano Concertos & Mozart: Concerto No. 25 in C Major for Piano and Orchestra, K. 503",1959
1818,0mVxodM3y6vmGwB4Bh6227,Lorsque le rideau tombe,2001
1819,1Mm4UqaaQY0G1PeYnvEOua,Tootsee Roll,1994
1820,3FcWb4IkALNpE4x9r3Hd41,Streethawk: A Seduction,2001
1821,46jemMNhkiSWDCT1YXXPdH,V,2001
1822,1riYSn3MpBFWUF8b7adRvO,Handel: Greatest Hits,1959
1823,2zO8xAdCCfgUAv9dgR048X,Navigatore,2001
1824,16V113jDD7oKNDORxGZm7r,Free Fall,2010
1825,7eY5KqwLz0gRQ4CEVnAozg,Коллекция. Только в кино,1996
1826,5aA8ahboEdLIYibdU29Qri,Lovely,2007
1827,2ieXild8orQqrD3G1vJTSW,Where the Lies Begin,2012
1828,2Ia98jwqU9w5yjPUD7GozV,Beyond The Crossroads,2012
1829,1TLfDjKODgdMhly3mmH2oc,Nothing And Nowhere,2002
1830,5pmuwmV2OcuiTX7kNczQ16,Calle 13 (Explicit Version),2005
1831,3PkcCeA1EPChrCSFUFPqPJ,Neon Heaven,2016
1832,23ToPl05D0XCk7zpbu8xYn,"Bach, J.S.: Motets BWV 225-230",1989
1833,1pmkqhRlbMn1ABFkLDAU0N,Raras Partituras 2 - Piano,2007
1834,3XVqEsVlwXoTKZ5CcQq5T4,Ross Harris: Symphony No. 4 & Cello Concerto,2014
1835,6OGXXHlU4ANT5WnxgTRxjE,Bruckner: Symphony No. 7 in E Major,2005
1836,1vT6YVvGfv50BxXJzBnUVO,Blame,2020
1837,5BBSzXJnzlIJ85RRJxARoh,Me Gusta Como Andas,1988
1838,0Dl50ITzYrvnTLEYdNqg95,Bright Side of Dim,2014
1839,4hErYpa8hruFcraFwTDjQL,Columbia Historic Edition,1982
1840,09BqMxClet5AQePIPS9ZGb,Mascagni: Cavalleria Rusticana,1979
1841,2yWHi4wXZ5EO42OdInAsHR,Onward!,2007
1842,4qWW0TnmYDzT2V33bGp5NS,Whispers Of Winter,2006
1843,3IrSAQW0Hzh2o4qwoPAmOx,Super Show! Vol. 1 (Music from The Aquabats! Super Show! Soundtrack),2019
1844,6V3oFnyb4PNgF9xvl5Ylf7,Spirits,2009
1845,5zxyWttq2GTLed8bJfbofV,X: The Godless Void and Other Stories,2020
1846,4TODkQ2IDAx0Xn9PMsJQrw,Calico Heart,2007
1847,1FLTufRJthYzEzi0GxTfJr,"Chopin: Piano Favourites, Vol. 2",2004
1848,1kdtpShLPAMnmVIJDsYoTM,Riverine,2005
1849,6NFGEVFWl2YqCGohAV9hYN,Snew You,2008
1850,7HGkRzEHbAWMpKMcaCqkHo,Ho Ho Ho,2005
1851,7tRr4AFYoD6ffwuNJ6F0Cd,Singin' In The Spirit,2010
1852,79jYnDlOFNhU0zf9ZNJ7e4,Maskes,1995
1853,1mJFgPeuLhU1PzLNBURdJC,The Soft Bulletin,1999
1854,19TrAafa5YAeuDMlN4iaL0,"Dvorak, A.: 4 Romantic Pieces, Op. 75 / Violin Sonata, Op. 57 / Violin Sonatina, Op. 100 / Ballade, Op. 51 / Mazurek, Op. 49",1992
1855,5UwWX4vrHsxTYtjFFI2Dm3,The Winter Album,1998
1856,1upSOFGjov4vu0lN6XQsPa,Built on Squares,2003
1857,5Tw0sanofDSd7h44GySmoa,The Legend,2005
1858,4daxB4q7E4mzHTIv4J0rJD,De Strepitus (Tratado Sobre el Ruido),1997
1859,759gwnP8W5nNo0hOBOBVOv,Nothing Comes Around,2020
1860,0Hp8GnZUE9N7hmMEN9xAjT,"Respighi: Complete Works for Violin & Piano, Vol. 1",2014
1861,7FNSTAhoy6qERBD5A1ZOOg,Under the Influence of Rock 'n' Roll,2004
1862,00GcVAdPFip77kpvFGiJjt,Chinese New Year and Others,2010
1863,4olyQSzX9oNi8dudaTth5F,Psychosis,2017
1864,2G7mlAsYEt0pfpqq3k2b6y,Get Turned On,2014
1865,2MUXo6k9fHQkCMFxOGoxIz,Echoes,2001
1866,7Me9sJQ7GjE0xkvwxyQmXa,"Mexicano Hasta Las Pampas, 2",2014
1867,69srX2pwYn5jfEhVQ4T2rB,Iesvs·nazarenvs·rex·ivdæorvm,2012
1868,4a9r79BIJEqsy6RmONwzIp,Gather Me,2020
1869,6P28IllzYD4tpWChDNIB0J,The View from Nowhere,2020
1870,3jsRwEDegnUzThVNp28T3T,Japanese Masterpieces for the Shakuhachi,1991
1871,1Ye8cc7NGLR3womAyqo8ip,Dancehall Stringbusters! V2,2004
1872,38GAK8p3AfFO64SpqdX6cs,3000,2007
1873,0MfOXGzwgk6kjvvTUdOSqA,One Way,2004
1874,3zTQ6388KDBHKpwTUUx09q,"The Tale of Teetoo the Little Star: Songs, Story and Dance",2015
1875,3NVEXXDvUpPqDZP9u41Abj,Baby Needs Baroque,1998
1876,7cjNV2MPtZ1HphB5KL363V,Songs From Pablos Attic,2008
1877,7szjliaZ0eWbW09bQnQ8Km,Tecktonick,2007
1878,1mXEhFnDY7VgV6COAzab8e,Las Calles de Madrid no Lloran,1992
1879,6u4dmSSNdFI6GrYD0MNJbG,Juliette Walking in the Rain,2017
1880,3D4s5K5UVwdBDaTPZQrsdo,Sweet Dreams,2010
1881,4HfweNhhEKsNPOwmwoCWpY,Today We Kill... Tomorrow We Die,2004
1882,0hfJ35SzCkWesdUpLKXLto,The Evolution,2006
1883,4BNKvTRKLetF0t10cCykQb,Shostakovich: Bolt (The) (Complete),1995
1884,3MDHjfGx0V8RtP5Tsr6VbB,The Chief Assassin to the Sinister,1997
1885,6YMK8hmqzbpbm01syXcjXv,The Collection,2010
1886,3rULUa1E8zyCCcNXjgACt1,Arvo Pärt - Tintinnabuli,2015
1887,48eIBcdpPuGLuTaS6vEJ70,God Bless The Child,2006
1888,5CgyEF4p1ltzB8wIMFt0IP,Omnicide,2009
1889,51q3F1Ijry5MbixOK032iI,Noel Noel,2000
1890,3Ne1dB8KrcJFgOtPxY2WQU,Musiques de l'âge d'or du cinéma français,2010
1891,5GBqjNMSyDp779iqN1Yo0m,Lost in Cyco City,2015
1892,3CZ1efJZ8G1hDBETkFuoxw,Celestite,2014
1893,4QUP9Ugxg6cp4f6rKibbzD,At The Movies,2003
1894,6tNG1SfM0GuPi3C6duiWTn,Shower Posse Gang,2006
1895,29PJtB7alNEtnIiYYGWIVm,Dance Hall Don,1994
1896,34Z2bQdgBtjEZ8fmtWYcuO,Tsontakis: Piano Quartet Trilogy,2004
1897,1rVlBbgwsxpn1SrQ9XlAUM,Introducing,2013
1898,2tC5PQhyB250z0sgF1VHte,Franz Ignaz Beck: Symphonies,1996
1899,78PhGusaKrrxIPPBX95fRl,Hold Your Applause,2014
1900,41cVj46KS7J5ikIKxEs6Gn,Long Way To Live,2003
1901,31PS4bgojDT52cpJJSsTh0,Carter Pann: Piano Concerto / Dance Partita / Deux Sejours,2003
1902,4YdFvgiDGqPaUEsupyo2mc,Trick Bag,2013
1903,6k1tc4IrUCmK7PLbTM8Txx,I Got The T-Shirt,2008
1904,0fvDrEpFLA4roKJta93Oc1,Songs From The Street,2007
1905,2hfFKjFfTDgL0Iv41keqBO,Trax! Box,2015
1906,10eJGlNbozNOMJcBxOGMCP,Undisguised,2005
1907,0B8Ru7PXVrlzhc5Qu20JjY,"Burtner, M.: Metasaxophone Colossus",2004
1908,12DYGNkpImXMkp4BsVnWd9,Twisted Blues Vol. 1,2011
1909,3pfTXe36TBLncbYIsz3Pke,Butcher & Bolt,2019
1910,0bFViXA3TqyenaCZjmYiKB,LushTech,2010
1911,5xJYNzjlUiKt0iM3dilclL,Waver,2019
1912,4COhgORaZUzBrGCeF2kLnR,"Granados, E.: Piano Music, Vol. 8 - Album of Melodies / Cardboard Soldiers / The Mermaid",2005
1913,5qtKaRNmS5TSxoTfNpcFvE,Bummer Boy,2020
1914,1BB96l1xL3jPGZSGSpKQ5M,Reluctant Pilgrim,1997
1915,1zM06ZeODLZp2Ojka6lUTf,The Blind Side (Original Motion Picture Soundtrack),2010
1916,0T2S9xs6ksdbGcXjy5DIfl,This Is My End,2018
1917,3Jb0FVl6ZIeOJknYmU3GiQ,Future Frequency Technology,2006
1918,6jTUmLtY779ZNYsyugOq2q,Fleetwood Mac (2017 Remaster),1975
1919,3ONDWK24aGyD2JdlMP0zCV,Putumayo Presents Bluegrass,2012
1920,5a6OfWuasgsv2ppFQhpQLl,Poulenc: Organ Concerto / Concert Champetre,1999
1921,2XdcZ2clOzTjweyFdYC7Nv,"LIVE: Nex Monoceroti, Per Risibus",2007
1922,4HGpekiabmZyat5xw23uZB,Neva Left,2017
1923,2eEc92XtKZ2NgXYtNJNfE1,Monstercat - 3 Year Anniversary,2014
1924,14jwLvbmFd60gtCScp5pcc,X-MEN: FIRST CLASS,2011
1925,6Ljl4KeLXVVEP26pgLc6fj,Think Like The Waves,2014
1926,0mDjqsJAaO9GaOCOrdOVxE,The Small Time,2000
1927,74oMdwoOaxdLpNUqa9VOep,OCB Smoking Raw,2014
1928,5KbT2r8grgZfIrFE7y1dsM,Rock Steady,2009
1929,38UPmhOtoqOvxF0Jnxu56Y,Standing at the End of the World,2016
1930,388TPx8M9K6HZzU8g88F8O,Move,2010
1931,2kKBtLOtMU5ZUziihuZcfi,"Veracini: Overtures and Concertos, Vol. 1",1995
1932,45i2rSSCviI9gUJ6hJHzkS,Syria,2017
1933,1PyVTIfBGBMOjqcebz9txO,Milagro,2003
1934,1gTlg0IRm6oCpdf81m52te,Black Bastards Deluxe Edition,2015
1935,3pfMOuvQVekTbTwSEzo7nR,My Shining Hour,2014
1936,76VTIwWX0Itb6DBEFrp3Xg,Feel,2008
1937,2XVLaa4mf9p2Lxwb43P9r1,The Essential Mormon Tabernacle Choir,1959
1938,3CAn2yaeaufMYVsvwXpKwW,Night's Black Angel,2011
1939,0sq24ZLJAqJg1S4NbzFnPk,Bearsuit EP,2004
1940,3EjzdOrImuUHLtvSYbbHf9,Area42,2012
1941,1ZAIkkCzXXsDHwSB13LFsg,Can't Stop Me From Dreaming,2008
1942,2wHqKmSYLX0vpm5ArBiqbA,Home Again,2019
1943,5x0fXLsV5E3SrDDyYDR1rv,Water,2014
1944,44wi9U9zoN1D1VaEj4GzgV,A Northern Meadow,2015
1945,40c3lBsevozxOJY4Aqxcxe,Meet Me At the Crux,1978
1946,7qiSp8cOknJ5Y0YgTuM5IK,One Team One Spirit,2004
1947,61Jsy0yrig5chbkVybuRB5,Still On The Levee,2014
1948,7mSp93yUYiL9I3RIFmCL7A,"Toward, ""To West""",2000
1949,2XTgZ0wkgqBjPfVl7VtDrq,Himmu & Höll,2008
1950,6CfJtQLpRzpPXYF6lFOOrC,Luv'n the Life,2004
1951,6M8v9TY7obZQnwQa8S5lEB,Maestranza - EP,2016
1952,0G0UWL7tELOrOR7950Uv0Q,Meet Her At The Loveparade,2001
1953,1H68swk9y5kghSoH6dQO89,"Ya No Quedan Más Cojones, Eskorbuto a las Elecciones",2011
1954,48rmPK4HHzmxw47aPoeEMU,Tango Plus,2012
1955,2zIgRpn3OaIEHlrCAWkk4h,Emergence,2008
1956,3fRgYoViAUqk3mKurwndYv,Kärpf,2011
1957,4SPCIG2nrDjDILrl6HoFE3,Dreaming Still,2011
1958,64k1iVhyjA9oSXygSf1bPo,Bach: The 6 Cello Suites,2006
1959,2kqLp4yaYbcoJ3EGyPQEww,Jazz And The New Songbook: Live At The Madrid,2005
1960,16LAiHhbsvFZXHCxAq5XDu,Greatest Hits,2007
1961,1xrjIAra3hWS6SLAYO28XT,Surf! Surf! Surf!,2004
1962,3XhumtTxwQIhMXQSjNbabt,Time Travelers,2011
1963,68abSyzCoWKlRqOWVBR5YK,Thug of Love,1980
1964,4uJ0fvLIm0tdtFgs4Rh4Ux,Shine On,2019
1965,3u3XXU3aAldr4HMzvyNDd1,LBC Lounge: Tribute To Sublime,2001
1966,6lQrKsGE7sOeXdHshOWuRA,Siren Song,2003
1967,2WRLwr5MIIXr9gAWOOQ6J5,Wisconsin Death Trip,1999
1968,4X9Hwp4GAPlVKA4xJDhHQo,Weapon of Mass Destruction,2003
1969,6EkqfSSGeNBIIplD0r5oPG,Back On Dayton Ave.,2006
1970,1NaocttBGJl8jZRunYfNFh,Ones And 0s,2008
1971,5V4a636eGmUDxxOHu6o1l9,Risin' Outlaw,1999
1972,7r36rel1M4gyBavfcJP6Yz,The Essential Billy Joel,2001
1973,24MP231h7OpfArJ9pXmrR7,Curse of the Crystal Coconut (Deluxe Version),2020
1974,4gEEhFbAjXyteD4OLG5Nke,Delta,2013
1975,4AIKRBCEyho6409bPHK64y,"Mon mic, mon forty, mon blunt",2007
1976,7JtY4Nb34b1agXBVsRflPc,Dicen Que...,1996
1977,7tVFcxAzfDg10A3qm4b0J8,Debby Holiday,2003
1978,0oMKGnNSpyV2SazLmKSede,Christmas Eve,2019
1979,4rrIHcaBCxQLa0ZC8UiZju,Voiceless: Vol. 1,2011
1980,3XiJiFN96NyaWs728epe59,Het Mooiste & Het Beste,1997
1981,1xVvLIjBiOWIgU7oc0mwBh,Le ciel tout nu,2010
1982,57GFH2klxLf26FyOVConFT,Street Song,2012
1983,03LP0iA5hWsCVeDFHMV7Z8,The Essential Barbra Streisand,2002
1984,1ptjNMZA4j2MqbWm2BYk32,In Search of Lasseter's Riff,2018
1985,0SDbF49JESp5qcPbY9u1fz,Bouteiller: Missa pro defunctis & Motets,2005
1986,5fqoBDJfsQ15Fj6oxJcKaB,Pseudo-Rotary,2003
1987,6ytqoxlvqK3Ukmk8ebzzuG,Right Hook,2015
1988,6jv39nioNiMdFAynuHHODt,Caught in a Wave,2015
1989,1KarFGxr1Pd6K5FTir7WN2,"The Music Of Kentucky: Early American Rural Classics 1927-37, Vol. 2",2006
1990,2pxzVlBUaIvswXtoRosLn6,Plays The Music Of Bob Dylan: How Does It Feel,2009
1991,0tu7Fmn4ZY0XXcYRXJbeXr,The Great American Folksong,2011
1992,1f5PIlP0g7Gw9SaoJcB6aE,Kommander Of Kaos,2009
1993,3VlOkhbpPlLVEOcouICjhm,Echoes of Revolution,2020
1994,3AWATaNWvlDlTOmlemNQDw,Thinking About Thursdays,2017
1995,6uH6dFTdvfv8mDl5TWw21s,Castlemania,2011
1996,54SMmwwCwpUhsbmtpLrfcJ,Red,2016
1997,2JJLmqo6s5nfZtvw6xjwYP,Livin' Inside Your Love,1979
1998,3jQEE8lt7thIwKNKYRekMm,Dope House Saga,2017
1999,33qBv06qtwWgbW7WoSw2sK,I Am Not the Goat,2020
2000,34vlTd4355ddD4q9pPsoqF,African Giant,2019
2001,4zoL0O32hkFdYfwAsfE7wk,Around the Bend,2008
2002,0DH6Xg3JB3xqGbYJXVulAX,Sibelius: Symphonies Nos. 2 & 6,1995
2003,1pZSmWqGknjchVQijt3O8y,Beatles Regrooved,2005
2004,3LWczm1LsxHkH21C3OgbmJ,Electric Avenue,2001
2005,2H8HlIHrmC0bc48mySgLn9,Love Is Strange,2010
2006,28oZG9vjqNnShTo5NgMiYn,No Greater Thrill,2010
2007,0sbhJ0P890VYq4bCt5d7Zl,World Outside,1991
2008,2pKygzZITdyevIKO48lC2j,Hittmanic Verses,2005
2009,7wZTuMfnj03dMOmomyvYY7,Heart of Darkness (Deluxe Version),2009
2010,1iWeh2zezLKPXcSjGrTbKC,So Much Shouting So Much Laughing,2002
2011,6AbhYBixIovbHw80YbSriK,Exploring The Dangers Of,2004
2012,6gNyXr6nNjX0JVQd5VCUM6,Neotokyo,2009
2013,40UXGaolz8OizA7qIgUgIx,Schumann: The Complete Piano Sonatas and Other Works,2008
2014,1pA025eA2EfXe7ihsWEZG4,John Stewart & Darwin's Army,1999
2015,2X3iF0njO3JY9geV87d4n8,Breathe,2000
2016,5R1GKX859pIUdHJgoPHgNi,Acoustic Duo,2015
2017,6okFASLfN1OLgbuwgWsUwm,"You, Me And Forever",2015
2018,4PojZBMeZsJ2Y6mzEFtwz7,High Life!,2007
