,id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,release_date
31008,5V8G2MXyDrHXuZqJKKTm30,Famous For Being Famous,Slow Action,72JWRkTk5BZ2IjLfcoEkBD,['Run Chico Run'],['2YEerKITctp5PmbSo0CjQR'],8,1,False,0.43,0.7020000000000001,11,-7.466,0,0.0361,0.000229,0.025,0.145,0.578,142.981,264000,2006,2006-08-08
659194,5TwwI181mUU6ez4ywIqtJR,The Morning Is Dead,It Will Set You Free,15anC3JIBo5w9SuZSdMK6f,['Less Than Nothing'],['6tVaWIjS5hRd23SZ9dCJ8A'],1,1,False,0.649,0.501,9,-14.677,0,0.0384,0.0146,0.83,0.2189999999999999,0.2789999999999999,109.984,115987,2014,2014-08-04
607199,7IyjbjizSgB6LatRbvUbJl,How Many Times,Five Hundred Pounds,7nu8IUVfLMEDI1wOtXtciS,['Big Sugar'],['75eraSeadYDXU4zyzDxglZ'],7,1,False,0.465,0.626,4,-7.938,0,0.0561,0.0811,0.000144,0.0388,0.895,104.039,245827,1993,1993-06-01
416376,51rmRzTWEexySeswYqu8Ys,'Round Midnight,'Round Midnight,27sr3Tta97YrD90o8vSdud,['Jaime Valle'],['7I0SJrEeFM68a6akLv9lQs'],3,1,False,0.647,0.632,3,-11.145,0,0.0461,0.479,0.875,0.108,0.731,144.339,265453,1996,1996-01-01
360795,3Gi1gAWYpZpns8hCrPpnoZ,Only One True God,Inner Man,4aRfgSZMFx3NWSrYbgqPPA,['Phil Driscoll'],['70LaLEeEn3jyxEU8xrzLj8'],7,1,False,0.604,0.742,7,-12.386,0,0.0341,0.187,0.0159,0.434,0.939,146.41,192200,1994,1994-06-01
355644,7mohqGnSTCa2IgAbOt0GIn,Four Men From the Row,Feed the Family,18FdQlEgijIPHK7mh9IcGZ,['Possessed by Paul James'],['3OKWUEJ7JsoqJdsgtviUvk'],1,1,True,0.5589999999999999,0.997,11,-4.418,1,0.0895,0.807,0.0212,0.304,0.3989999999999999,107.186,193000,2010,2010-09-21
1148279,1GXd8hM8C1vhYq7rXa9nIP,Comfort,In My Bubble,2sN1jUuZFixeRSufANYMat,"['Ward Wills', 'Aso']","['22HWLRzuuO4aRQrXGIAnDj', '45Ui3GdcxzbdJhhTtZLXO8']",16,1,False,0.416,0.15,8,-17.325,1,0.0361,0.934,0.897,0.72,0.187,121.431,178524,2020,2020-04-19
75138,78j8X6Ol0l10gIiNkkeRdG,The Road to the Isles,The Piper's Legacy,3DCYFzXdpvoIikIwxh5vF4,['Rob Crabtree'],['42vtExPEM9BhnSBH3260sL'],6,1,False,0.181,0.5489999999999999,3,-5.174,1,0.0363,0.7829999999999999,0.899,0.0734,0.268,134.78799999999998,300767,2013,2013-12-03
207624,3kokXfu0Yey9TY5vXQ2EAS,"Sonata No. 2 in G Minor, Op. 22, IV. Rondo",Schumann: Masterpieces for Solo Piano,6Sh0EGTS0g3Mni6oKjWvnl,['Jacqueline Blancard'],['5tPReY3jnfa1SN1ZyLIPhn'],17,1,False,0.235,0.2689999999999999,0,-17.541,0,0.0411,0.992,0.885,0.0861,0.159,62.276,336227,2004,2004-04-06
425331,0UpZUNpA2UlBLAae0hiupI,Voting With Dollars,Daniel and The Blonde,1Hg5o3U6pUuomCKYDbP6xl,['Daniel and The Blonde'],['0lMa9xmMZZc3HqOLbgqbuf'],9,1,False,0.7959999999999999,0.478,0,-7.581,1,0.0665,0.298,0.0,0.179,0.879,119.973,145360,2013,2013-11-28
847744,78YjrbRpADaas0aCMfcyem,Summer Flame,Look West,3F1Xe6NCZDCmIvPySUQMHC,['The Furious Seasons'],['6eyqTP5tbitDcfb81AY1aJ'],11,1,False,0.537,0.34,1,-10.277,1,0.0292,0.861,0.0296,0.103,0.389,82.47200000000002,257951,2016,2016-10-07
1165864,2arc5h4LdR5Z7y461nyM30,To the Water,Lovers and Stoners,68jy9LzjuX5Xw9Dg5J2uTX,['Row Mane Lettuce'],['5Px40cCscqOz7DObNwKssK'],8,1,True,0.925,0.173,5,-17.873,1,0.05,0.3229999999999999,0.0345,0.235,0.0653,109.995,283742,2020,2020-10-16
586276,6MWL0BbKmgsHWaE5hWoPVy,Tango Innominado,An Evening At The Brink Lounge,2zYHTlu0bAMrGcmGEpoezG,['Caravan Gypsy Swing Ensemble'],['0EGvsgq6T2VrDg55OKtiWG'],10,1,False,0.629,0.535,2,-9.458,0,0.0696,0.331,0.841,0.652,0.6759999999999999,139.162,301920,2010,2010-01-30
877100,4fUF5MJcys55celL4D6y44,惆悵滄桑夜,劉美君精選(greatesthits精選),0EhBQOawF2GZOlZ5TBfXAF,['Prudence Liew'],['7CgMLbkDNX2GegKzzekbXr'],14,1,False,0.488,0.365,1,-15.265,0,0.05,0.6729999999999999,9.69e-05,0.0777,0.402,125.238,242000,2000,2000-01-22
663696,7y0bQiBoOu9kwfRh6mrHBL,The Hour of the Mouse (Difficulty in Falling),Japan Synergy: Matsuri,1xvJjxdBXNMQfvZKb73Rs6,['Synergy'],['6WRwi8L6hisZiL8v9I0alh'],10,1,False,0.3989999999999999,0.0885,11,-22.04300000000001,0,0.126,0.904,0.8390000000000001,0.3429999999999999,0.0381,180.235,302800,1994,1994-01-01
633233,0WoUHckzXTcsVV7GXmWeU2,5 Preludes: Prelude No. 1,Captain Corelli's Mandolin: Music From the Novels of Louis De Bernieres,0mkYQLvicVwWZV09Pr6YXH,"['Heitor Villa-Lobos', 'Craig Ogden']","['01UzgUtDa2NqWuvUjrrl3p', '07pZelCNTBK93CD474588Q']",11,1,False,0.336,0.0634,4,-26.73,0,0.038,0.989,0.8540000000000001,0.0783,0.118,132.18200000000002,269400,1999,1999-11-01
384002,1Tw753xawqxWp8tYjo4GCW,"Gloriana, Op. 53: Choral Dances: No. 5. Rustics and Fishermen","Britten: The Choral Edition, Vol. 1",1rvpOlHVWQyDexAN4PICeV,"['Benjamin Britten', 'Andrew Lumsden', 'Finzi Singers', 'Paul Spicer']","['7MJ1pB5d6Vjmzep2zQlorn', '4kdwkuW3QWvLqFbOvAKTCJ', '77p7vBehOJco33H1wi0rY4', '7J14xGmeEZMgcHEoJL8QNX']",19,1,False,0.578,0.104,7,-28.428,1,0.0397,0.988,0.0,0.253,0.377,126.77,60480,1997,1997-01-01
624049,60di4hvJaNI9Mx3QQHBwOz,Night All Day,Mercury,1TQFAPeP93wBsXcti5wlu8,['Pieta Brown'],['43NpjLskaVb5j2Jgt6fdbP'],8,1,False,0.5489999999999999,0.289,3,-10.819,0,0.0543,0.825,0.0249,0.108,0.322,138.91,268107,2011,2011-09-27
270877,6gHaHm8kCNhPD5I0yz0EuU,The Strenuous Life (arr. G. de Chiaro),"Scott Joplin on Guitar, Vol. 4",3obwx6HZxOb48IJlMkxc03,"['Scott Joplin', 'Giovanni de Chiaro']","['5FgkTUuCNKDlilidPvZqOq', '341l7UQIOnDqlmKQD79Y93']",8,1,False,0.5529999999999999,0.166,2,-24.716,1,0.0439,0.992,0.8959999999999999,0.13,0.5920000000000001,129.484,292947,1999,1999-01-01
180690,4T0bVo9jWMEL2acC9H2h4B,Look Away,Feral Roots,2OsED4DmBABqdP9NwGUpAu,['Rival Sons'],['356c8AN5YWKvz86B4Sb1yf'],4,1,False,0.33,0.7440000000000001,7,-4.362,1,0.0316,0.0129,0.0142,0.0815,0.149,95.823,319533,2019,2019-01-25
330406,67PvamcdGCmJspoBrdBY9P,Bug A Boo Roll Call - Interlude - Homecoming Live,HOMECOMING: THE LIVE ALBUM,4tyEy1BUd2ZMgT3qP70T3F,['Beyoncé'],['6vWDO969PvNqNYHIOW5v0m'],16,1,False,0.708,0.299,10,-17.942,0,0.662,0.166,4.84e-05,0.1119999999999999,0.414,90.959,117936,2019,2019-04-16
490086,1YldkuEsEebyLBJ2kWFg2g,Falling Down,Great Light of the World: The Best of Bebo Norman,5IlnLbf5NUfI5MVPTYq4zI,['Bebo Norman'],['0acFxGm0vYIfwTX4NRlEWd'],5,1,False,0.415,0.667,6,-7.4929999999999986,1,0.0269,0.0087,0.0,0.0808,0.51,166.09099999999995,228987,2007,2007-09-25
297457,7e8NMbKcdr2rPZNhHBI1RK,Matter of Time,The Outlet,5ZWWlumF4IbyvOfLlG9n4s,['Sanova'],['5oN4lKv5qeBHZ5oD9wJTjr'],4,1,True,0.684,0.887,7,-7.7879999999999985,1,0.0889,0.422,0.0,0.301,0.564,93.002,247794,2011,2011-05-17
555603,1Djp1vMklzldHMavKkb0IR,Suite from The Fairy Queen: Hornpipe,Fireworks! (Baroque Brass Favorites),7hsZUfyHHHBKK4X4Fd8vyY,"['Henry Purcell', 'Canadian Brass']","['3tMLo1k3iUo82coMLWXzxq', '51LdwFHCk1yoK1jELZ4VOu']",12,1,False,0.6,0.215,2,-20.636,0,0.0489,0.992,0.843,0.0793,0.3229999999999999,117.006,59533,1990,1990-01-01
553169,1Ysw59nVr8cLSaIVBLaRoR,Until Death,Moments 1,1e0uyBJwEmKmZCIO6jpfRb,['Front 242'],['2tyMOS8xKREgpEwHnLc6EX'],7,1,False,0.605,0.609,10,-12.02,0,0.0346,0.00216,0.27,0.8440000000000001,0.322,112.993,203213,2008,2008-09-05
466129,3qaqf6JflLuw80akWFUjhb,"Forth Eorlingas / Isengard Unleashed (From ""The Lord of the Rings: The Two Towers"")",Lord Of The Rings Trilogy,6njPejH3DMADrlrP7USPIt,['The City of Prague Philharmonic Orchestra'],['2oQJQUIpJFFnfKvHJA0xBu'],9,1,False,0.179,0.4,7,-9.749,1,0.0332,0.7859999999999999,0.504,0.203,0.0369,79.188,510053,2004,2004-07-13
512739,17yjWGvFplmbXFsch8hl3P,Maharlika,Guitar Concert,1ylOtgxUKBlOviylRUNIbJ,['Juan Silos Jr.'],['7BiG7brYIL1Uhc0DWdumsR'],11,1,False,0.635,0.165,2,-16.72,1,0.0486,0.966,0.7929999999999999,0.083,0.647,105.629,176160,2013,2013-06-21
564535,1N2saCC9T9c8oF2ry8yQKw,Escaping the Ruins (Speedrun Mix),NIBEL: Ori and the Blind Forest Remixed,56m5x2VcckNbMG61G2cW5S,"['SonikBuster', 'James C. Hoffman', 'Materia Collective', 'Kristin Naigus']","['7xrmM03eczaPCKinvniM4s', '2jXA0ITOSWxlQV640gA0jZ', '3887tYTEEfxw2w0CGVMKdt', '5DW07aMZfSt6HcDlCPhx4a']",29,1,False,0.25,0.685,7,-15.035,1,0.0349,0.03,0.408,0.357,0.452,101.497,112633,2016,2016-03-18
228404,1MH8LNxQsIHi1Wo61ZFQsB,Tickle Toe,Les Double Six,7ki0GnE9iHbacHKKGGFeqP,['Double Six'],['6tAoqPvG5w4sOJ8huJarWB'],9,1,False,0.5820000000000001,0.573,10,-8.327,0,0.0511,0.8140000000000001,3.83e-06,0.0778,0.784,118.584,145667,1999,1999-02-03
275328,0bCLjMQjBWndtmRiyp2uBS,Future Blues,One Day or Another,4lNIlB1QawOjg0MCME8uFb,['The Claves'],['66whTqB8miAToDffb9rhAt'],4,1,False,0.472,0.823,2,-3.835,0,0.0604,0.493,0.0391,0.214,0.687,167.8,196027,2011,2011-10-08
309320,2NJxdI4RL7Jm5TmYiNOgby,Intro,ManMade Monster,1RGVUJPQaCpp3gfS0aPAc8,['Plan 9'],['4gM49um7sZCXMSLLMoa1yY'],1,1,False,0.353,0.652,8,-8.057,1,0.0632,5.710000000000001e-05,0.889,0.136,0.216,152.83700000000005,52133,2008,2008-07-08
195430,5LTfielQWfAmppDUQmnYyl,Be My Girl,New Kids On The Block,4lqfnwSVFTeuwgGwAoJ7dv,['New Kids On The Block'],['55qiaow2sDYtjqu1mwRua6'],5,1,False,0.6890000000000001,0.479,0,-12.019,1,0.0409,0.282,3.22e-06,0.0372,0.86,159.535,234893,1986,1986-04-01
541074,4rqKIaIOEZYy30yB3sc1K1,El Serrucho - En Vivo,Disfruta el 69 Aniversario Vol. 7. Música de Guatemala para los Latinos (En Vivo),7kMMeUWmQlChFyIm0Iyuzk,['Checha y Su India Maya Caballero'],['6IFhYMPIPLHwe8aQLJl53F'],12,1,False,0.755,0.8909999999999999,1,-2.591,1,0.0339,0.275,0.0,0.0445,0.927,120.084,189175,2015,2015-07-29
1037966,3eJ75ssK8UDhSRHrZSa7uh,Rust Nemen,Fresh Prince Van Noord,4BhBekIptqPZb0VFNdlmWQ,['ADF Samski'],['5qeFPM2PZUCzcpkY4e4RC8'],2,1,True,0.906,0.5579999999999999,8,-8.585,1,0.307,0.162,0.0,0.2,0.586,96.01,150000,2020,2020-07-24
688300,3GogqZtvtZ4djSRgRBQA7p,Andromedan Dream Of An Octaroon,Life Embarrasses Me On Planet Earth,257nJDXrtFMG78sS7EkYtW,['Seventeen Evergreen'],['7qDS9qWxTjiDSKJ9DUYS9n'],9,1,False,0.2019999999999999,0.0552,10,-29.623,0,0.0355,0.944,0.91,0.109,0.0549,130.569,443333,2005,2005-08-22
420092,4vYtXPrY1zK005d3rdJRVW,"Swanwhite Suite, Op. 54: II. The Harp","Sibelius: Suites from Pelléas et Mélisande, King Christian II & Swanwhite",0rKHSGYxNpqhej69K9Zr66,"['Jean Sibelius', 'Iceland Symphony Orchestra', 'Petri Sakari']","['7jzR5qj8vFnSu5JHaXgFEr', '3RPu1pwXXrPqamAp6OHZ8b', '4gI7F56dR6m2slYAMibRoa']",10,1,False,0.255,0.00692,6,-41.38399999999999,1,0.0389,0.969,0.873,0.14,0.0668,118.473,247400,2014,2014
429280,5aRzoOLdZBr1NS6NzDT9P7,Home,Unlock The Valves Of Feeling,4NT3EQkpmEHcWP5e9qXeU8,['Deardarkhead'],['0rqLWuANfGFcXWUnjAlXiG'],13,1,False,0.168,0.521,2,-8.38,1,0.0289,0.0369,0.000263,0.147,0.539,75.03,525767,1999,1999-03-23
937426,5ijd2n4uXQMRswvtBKweg9,ПОСЛЕДНИЙ ГЕРОЙ,ПОСЛЕДНИЙ ГЕРОЙ,0cSN6Tt0CMODYg8FcjSbEW,['LOBODA'],['59oe7CAquFZ5mNjQ1efKPN'],1,1,False,0.544,0.872,9,-4.263999999999999,1,0.0617,0.18,0.0,0.0985,0.38,116.991,190385,2019,2019-03-01
863386,53FE67025D3kwXzbSeiNKf,Ça suffit comme ça,Wambara,6MtOypcs1yXp1ZhVf9K0XC,['Oumou Dioubate'],['6b4sksjz6feKvujzyGmZWA'],6,1,False,0.738,0.86,10,-8.447000000000001,0,0.107,0.0555,0.000807,0.237,0.7759999999999999,98.906,299067,1996,1996-01-01
4516,642y6nalB346guPBAdiERD,"String Quartet No. 4, Op. 37: IV. Allegro",Schoenberg: Chamber Music,1L4rZ7SMFFnJOobG8YY102,"['Arnold Schoenberg', 'Schoenberg Quartet']","['5U827e4jbYz6EjtN0fIDt9', '3Q1P8oSPRPQDUeSSEIec0s']",8,2,False,0.374,0.0524,0,-29.292,0,0.0524,0.941,0.0809,0.3329999999999999,0.126,112.382,507667,2001,2001-08-01
521804,2t1e5jQVuNcJ2zM6w0KNhd,Carnival of the Animals: Pianists,Prokofiev Peter And The Wolf,2nnR0jseTY2xxaM1QmQXSV,"['Camille Saint-Saëns', 'Arthur Fiedler']","['436sYg6CZhNefQJogaXeK0', '2JQBcP1ceEAdwHM6cvSCv8']",45,1,False,0.28,0.236,7,-21.734,1,0.0362,0.994,0.883,0.131,0.424,99.548,73707,1994,1994-05-09
673487,5XmCIPqbzJRRJcxXXTB757,"String Quartet No. 4 in D Major, Op. 83: III. Allegretto",Shostakovich: String Quartets 2 & 4,1r0ozEwp4fcjTsbMbQ0xFL,"['Dmitri Shostakovich', 'Amsterdam Sinfonietta']","['6s1pCNXcbdtQJlsnM1hRIA', '2qx7K1T3gw9J0JTQnaGnBD']",3,1,False,0.233,0.0145,8,-33.187,1,0.0371,0.901,0.9,0.107,0.17,138.19299999999998,272120,2009,2009-04-21
1039124,1SvLkmKR2KchAOSTP8V3Ad,The Car Song,Soft Rock - Ultimate 70s,1B171JrWFAgrK5ZQPVLcF5,['Bruce Roberts'],['1liZxHhIHGMKRPV0Fdy4a5'],18,1,False,0.652,0.774,0,-11.389,1,0.0814,0.606,3.96e-06,0.645,0.944,151.458,233267,2019,2019-03-29
1177045,0g2ip2KlxiuhnhgHegUXQ2,72 Chevelle,Carmelo Bryant,3zk0Vl1EZW5hvL8oCCoT9Y,['Skilla Baby'],['1GVenmuuAtusi17LY6FvgI'],11,1,True,0.747,0.601,1,-6.665,1,0.0903,0.25,2.04e-05,0.319,0.166,116.76,201573,2020,2020-10-30
1120387,7CjfUZ5Kh1yjjZkvps3VTH,Innocence Gone,Rockaholic,4VwtZStPfAblt8wXFkqOJ6,['Warrant'],['7HLvzuM9p11k9lUQfSM4Rq'],2,1,False,0.523,0.889,8,-5.3210000000000015,1,0.0432,0.000314,4.78e-05,0.107,0.685,145.955,220133,2011,2011-05-13
773298,3lTgTMQWaeXCDe8tvyX85K,Hold On My Heart,2,6AdqLNTVCJpWKzTquRCfIw,['m-pact'],['4RDeIdKXTqX5ZYzHn04F10'],3,1,False,0.243,0.175,5,-15.619000000000002,0,0.0385,0.871,0.0,0.1119999999999999,0.146,70.815,273533,2011,2011-01-30
429740,4A1OVEWoe5OcwrZfajJVon,Rhapsody in Blue,Violinjazz: The Music of Eddie South,7hCOCFck7DJgl3722yBRqY,"['Andrea Liguori', 'Harold Jones', 'Violinjazz']","['4hJ6fcYpmDszU9C0ovUPTg', '2m8etwoQb9cAcIRNSvWq7z', '2mk8Pa8oE1abrGL0xzxlkx']",7,1,False,0.4270000000000001,0.307,4,-12.451,1,0.0365,0.959,0.0075099999999999,0.105,0.267,88.975,246120,2011,2011-02-01
220165,7HlNq0aWsHpScZP5EbrXT8,Hammering-Castle-Bird-Man,Hyphenated-Man,5ItAqzG7OCQMlJrdr5UuAl,['Mike Watt'],['1MGR2y3msa1wBK06SSUNaf'],3,1,False,0.466,0.7240000000000001,6,-7.841,0,0.0334,0.00647,0.165,0.147,0.715,90.009,110253,2011,2011-03-04
946410,6KXF5dzu0CIFtLHCDFQ3pT,I Am Ok (Demo),Our Songs by Us,3LquReOXKEOFEKvzwCUmLJ,['The Led Farmers'],['01Tc4gabRGPBZowYLu1x0J'],6,1,False,0.471,0.779,2,-6.5870000000000015,1,0.0402,0.171,0.0,0.175,0.371,180.15,288000,2019,2019-09-17
644713,0BS5hfQYJPQwVXqoMwsNDN,Necrotic Birth,In Nomine Dei Nosti Satanas Luciferi Excelsi,3OcL8zVj0BKqR50DFodAal,['MZ. 412'],['2pYhuSF1JoMjqnyuV2uf3V'],4,1,False,0.665,0.8740000000000001,10,-14.416,0,0.0611,0.7140000000000001,0.943,0.11,0.347,153.941,381480,1995,1995
391615,4t0ZuFAVcxfTc6IktW56is,Love's Epiphany,Love In The Age Of War,4CA9TGRjJpDrgkkP6VJ9it,['Men Without Hats'],['34PLzyi7CdXUekiLHYyqXq'],10,1,False,0.455,0.966,0,-5.522,1,0.0351,0.0002029999999999,0.0101,0.679,0.836,160.02700000000004,245027,2012,2012-06-12
415414,6kPAhgr4ukaVS1CUJQcvJx,Shepherd Show Me,Rough And Steep,5VMqiXdt1tlrDpHM4z7V3a,['Lisbeth Scott'],['3VPjt1LB5wePPZPRzTTZBd'],6,1,False,0.308,0.14,2,-12.095999999999998,1,0.0349,0.976,0.000495,0.1159999999999999,0.182,75.797,260787,2006,2006-11-17
81886,6RplBRUNVYQSbxcESSXrwD,Caught in the Groove,Long Way From Home,6Wd4eAH7WCREpCvvle0snD,['Lovespirals'],['2NnICCxmynsBCHpetiQS7y'],1,1,False,0.564,0.356,9,-10.17,1,0.0275,0.8590000000000001,0.000131,0.289,0.218,116.073,285200,2007,2007-01-01
1026395,6ZSRt85IN11RcqozK1P2Q6,Adore,"Elevator Music, Vol. 2",0B5M8GSLScXFNEEApPAY4X,['Priscilla Angelique'],['5iloGlQR8XV497AZaaC29P'],5,1,False,0.789,0.8640000000000001,7,-9.593,0,0.0441,0.361,0.915,0.108,0.578,127.988,192119,2012,2012-06-01
766614,1R7RbzgIXAAq8Kv8pExyna,Ascending Light,Ascending Light,17V7MbN0GGYMMdl9A51SSJ,['Subnuba'],['4k18ngoomyoYKvLjSdZuyl'],1,1,False,0.267,0.981,1,-3.892,1,0.3879999999999999,0.00203,0.535,0.0917,0.223,135.632,246151,2015,2015-03-13
1166496,7rrYo58iIGhD5hWDPgGFhh,World Christmas,Ultimate Christmas 2,54mZpp1v9UB6ykVNcRx5xx,['R. Kelly'],['2mxe0TnaNL039ysAj51xPQ'],4,1,False,0.561,0.43,10,-8.013,0,0.0301,0.374,0.0,0.115,0.3379999999999999,101.184,244187,2004,2004-10-12
1009991,3kv0sCEBbOqYsEYZAsoNRU,She Said,Battle Ska Galactica,2f2ud7KpjDZUI5U1rhvVIb,['Warsaw Poland Bros.'],['1GhwxIv0SfMGqLFatev2B4'],16,1,False,0.752,0.537,10,-12.983,1,0.0474,0.465,0.595,0.212,0.73,100.471,230307,1997,1997
1024615,543fCrnbH98tBnLakiXun2,You're Right You Know,Divorce Sale,2xnKBOavfyoN0ZAxV1oh1e,['The Wood Floors'],['3eaM9uT0Kzw7XqaRGtoEQV'],13,1,False,0.262,0.3979999999999999,6,-13.129,0,0.026,0.00299,0.0144,0.123,0.218,74.193,263573,2006,2006-01-20
76460,6TKZWLS8OQJKt5Q8MJVni2,Concubine Solo,Humpty Dumpty LSD,32d7NB1GGJ3SM207LeelD2,['Butthole Surfers'],['62BcWP4fzR8axESibNQEhs'],14,1,False,0.2319999999999999,0.568,9,-15.140999999999998,0,0.0459,0.907,0.6459999999999999,0.119,0.258,99.296,106213,2002,2002
944781,2ZzLrhXRrx2xe8WZwMoEGH,Феникс,Феникс,6sS7Mhif3hsKngSIysM8eT,['Natalia Podolskaya'],['6Koven2Ua78bOqgin2itz6'],1,1,False,0.6809999999999999,0.7290000000000001,1,-5.107,0,0.0294,0.0031899999999999,0.0,0.3,0.444,111.987,204777,2019,2019-09-13
779308,3pcodqaWUJW7eEPNe4iIEe,Otello: Ave Maria piena di grazia (arr. F. Yasuda for piano),Metamorphosis: Classic Meets Jazz & Modern,2DETGo9PHy1cNSRKQNxiyN,"['Giuseppe Verdi', 'Fumio Yasuda']","['1JOQXgYdQV2yfrhewqx96o', '119ZjIwmcMJo9hEFWaczPX']",8,1,False,0.588,0.0073,7,-23.897,1,0.0989,0.992,0.937,0.0791,0.196,79.369,230507,2017,2017-03-17
572532,74FkVRGo8NmHnCxEIzJw4P,Dancing in the Dark (from The Band Wagon),Taking A Chance On Love,3SPCafRVqoXgwY3YsofV6W,"['Arthur Schwartz', 'Jane Monheit']","['0CrlrOaoi2aGRUjWFRHmNm', '7rwI5cbw9cUKFVul2rZMiZ']",11,1,False,0.221,0.1969999999999999,5,-12.178,1,0.0422,0.974,1.99e-05,0.147,0.04,124.877,303880,2004,2004
409235,3iiMMyKjbLS9rByuSLAzOh,Unemployed Funk Hipster,Unemployed Funk Hipster,7w5gAo8MeRIfI8TnJdXhCb,['Gefunkt'],['3BoBtLNYJurSQo1bQZWCNV'],1,1,False,0.741,0.569,1,-8.836,1,0.0515,0.0327,0.00415,0.0368,0.474,113.973,226316,2014,2014-01-23
805929,3AOVDqNiX73IUQz4Wo7aj7,Boyer,ARIZONA BABY,6wi40lIjhukePWyXRKY7qO,['Kevin Abstract'],['07EcmJpfAday8xGkslfanE'],11,1,True,0.6409999999999999,0.807,0,-2.547,1,0.0559999999999999,0.0439,0.0304,0.205,0.965,163.955,117073,2019,2019-04-25
1012641,4a8Z8YFMUiXv0w8bBAWJtG,"A Beautiful Lie (feat. Amir Hesam Zebardast, Kiarash Etemadseifi, Mesbah Ghamsari & Yahya Alkhansa)",Until,4Ls3osqLcpLejylFU2hV3s,"['Masoud Rezaei', 'Amir Hesam Zebardast', 'Kiarash Etemadseifi', 'Mesbah Ghamsari', 'Yahya Alkhansa']","['2k27xaKrTt40RDE9cXome4', '7zx5eMAEfLXsPsr46f0JuN', '1LIzer4oS7fyG3RWmsh5fD', '4JGAKcI3rKaMJTZmZNbtPd', '3izPqSwQdL7CN3XOVtEATo']",4,1,False,0.507,0.444,4,-10.745,0,0.0331,0.7140000000000001,0.584,0.2339999999999999,0.4370000000000001,153.984,295520,2019,2019-05-11
1178138,34zYBKIXJD7AO3XoygjdOm,When I Need A Friend,Everyday Life,4dBp8rzdqH9unSndGk6g6o,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],8,1,False,0.141,0.28,1,-18.225,1,0.0618,0.921,0.368,0.135,0.434,64.501,155000,2019,2019-11-22
442550,5LHrNSvyQAh3YcopdoDMc8,King Wen,1200 Pieces of People,1h5MiqlnUL13Mtb1L8iYDm,['Swords of I-Ching'],['4pnfQqP7bzVKWCajbn0Hyx'],8,1,False,0.616,0.421,8,-9.95,0,0.0444,0.605,0.8959999999999999,0.0905,0.153,98.022,44004,2010,2010-01-20
984481,2817nlPM5FQmWGLNYFjOhJ,Billows Washing Beach Sand,Anthology of Chinese Traditional & Folk Music: Collection Played on the Pipa Vol. 1,3t6JVJNxdA1oJ02VM3SJNa,['Liu Dehai'],['1n3ZITFiSUd5QClc0Fp0tp'],1,1,False,0.557,0.0742,2,-21.802,1,0.0665,0.925,0.5820000000000001,0.0636,0.1119999999999999,129.48,302160,1991,1991-12-31
356618,5UcK7XKmffeU7DlgZCskcl,Jobe Lamentation,Little Patience,01b4qCAokIizsNnBNVAtjX,['Majek Fashek'],['58vhjp5KbiAA4JZlwXnI7k'],10,1,False,0.763,0.6679999999999999,6,-5.184,0,0.0648,0.13,4.83e-05,0.1159999999999999,0.8959999999999999,134.56,405667,2005,2005-05-17
706856,6ykSOFigYihATFKMDP1gtw,Emotional Music,Whatever Happened To Vileness Fats?,5UmHvpgaiVv4FkY09pHhnh,['The Residents'],['0X7nkgtJrvXcn1W8lN9Mtm'],15,1,False,0.19,0.1969999999999999,2,-19.813,1,0.0424,0.324,0.953,0.102,0.0397,93.169,201449,1985,1985
198528,2ACFb47CnPhNJ1669vb59S,Amerimacka,It Takes A Thief,6tkOchsryJzlqa0Tp1bGjE,['Thievery Corporation'],['25KNo5GDS6ZpLkjasaecA3'],1,1,False,0.6890000000000001,0.675,11,-9.254,0,0.0391,0.258,0.6940000000000001,0.513,0.354,76.82600000000002,341533,2010,2010-09-21
1000301,14bogQGx3nmTSC16qYKJRe,Q&A: Is George Bush a unique event or just the same old thing?,History Matters,5x1rF9GvbjZ0HQuEkGszkr,['Howard Zinn'],['6b0bpa3q6PaNkTQ0Afisc5'],14,1,False,0.675,0.0445,1,-28.152,1,0.857,0.883,0.0,0.113,0.698,119.948,161563,2014,2014-08-05
72889,651lljquCv73WGChNcrKCQ,Keep on Movin',Top of the Blues,5aCv7rhB8TXVZszBdXeslX,['The Tony O Blues Band'],['39MXsGybI4j0WUGFk6Cy4G'],11,1,False,0.66,0.672,11,-7.601,0,0.0642,0.754,0.000708,0.127,0.794,129.403,238893,2020,2020-08-17
119689,4ac6RV3AgQ4WOoMxrfS531,Holy,A Coko Christmas,4Nd0E1LS32yB0ssyJIdBMN,['Coko'],['5tdfMErqfwoDib2Pq3n2z5'],5,1,False,0.1969999999999999,0.291,9,-6.371,1,0.0309,0.4970000000000001,3.84e-06,0.14,0.0518,99.814,268347,2008,2008-10-28
802776,0j1brXZoBshTLezCW9fq67,Cosmology - Matt Fax Remix,Silk Remixed 04,7zkudHZGSX4bWZJEo6jF3E,"['Pconvolve', 'Matt Fax']","['51EEKKenltrdrR4hI9Ofx7', '1XgI1X3xjXCKRP1ZjhqgkV']",4,1,False,0.578,0.65,9,-7.309,0,0.039,0.000559,0.907,0.124,0.158,128.989,519069,2014,2014-06-23
